Empresa;Precio Actual;Precio Objetivo;PER Promedio;EPS Promedio;Diff
JCI;95,27999878;52,97210575;25,75059945;2,420142667;-44%
JEF;54,04999924;54,19520977;16,01182077;3,982;0%
JHG;38,31000137;31,94804633;13,30731817;2,824456167;-17%
JKHY;181,6600037;143,9947691;34,58978663;4,8975616;
JLL;240,5200043;229,1491764;20,46462042;13,17333333;-5%
JNJ;154,1399994;150,013648;21,60738345;8,167886;-3%
JNPR;36,58000183;31,22928938;38,33774655;0,958333333;
JPM;260,0499878;155,9487758;11,15200981;16,45166667;-40%
K;82,30000305;59,44606606;18,94443747;3,691666667;-28%
KDP;33,50999832;30,03210631;27,424494;1,288333333;-10%
KEYS;162,6300049;136,4136308;29,42009613;5,455;-16%
KHC;28,14999962;37,36227366;25,2135465;1,743333333;33%
KIM;21,56999969;34,85064929;44,72810605;0,916666667;
KLAC;760,4699707;427,3509537;24,04887725;20,906;-44%
KMB;136,6699982;117,258174;22,44927469;6,145;-14%
KMI;27,30999947;17,51158525;20,33078783;1,013333333;-36%
KMX;69,05999756;84,63622356;21,42101708;4,648333333;23%
KNSL;456,8099976;299,1901428;30,32639891;11,60666667;-35%
KNX;46,72000122;88,52106735;37,82412791;2,753333333;
KO;69,52999878;51,89389715;25,90593085;2,356666667;-25%
KR;69,04000092;37,80199419;15,78920746;2,816666667;-45%
KRC;32,38000107;47,62678057;18,57398007;3,016666667;47%
L;89,26999664;60,41226161;12,33553641;5,761666667;-32%
LAD;321,7900085;267,2471148;8,83000466;35,60681817;-17%
LAMR;118,5999985;98,44448417;29,05109704;3,986666667;-17%
LBRDA;92,23999786;102,6563165;22,07900128;5,47;11%
LBRDK;93,43000031;102,983434;22,14935669;5,47;10%
LDOS;156,0899963;135,3089203;26,64216988;5,975;-13%
LEA;94,83999634;127,2623099;19,09415809;7,841160833;34%
LECO;194,8899994;148,856855;24,19977592;7,236666667;-24%
LEN;112,5500031;100,5939637;8,179834092;14,468;-11%
LFUS;217,7200012;282,8496498;35,21936432;9,448333333;
LH;250,9400024;273,0288521;22,45441553;14,305;9%
LHX;218,9600067;184,4588119;28,20147718;7,695;-16%
LII;595,7299805;353,0513186;24,72102921;16,80166667;-41%
LIN;454,4200134;334,083483;37,30206186;10,53666667;
LKQ;42;41,3655861;14,39804598;3,38;-2%
LLY;755,5700073;435,5181297;64,55131145;7,937472667;
LMT;473,1600037;372,7027785;18,80920242;23,31166667;-21%
LNT;59,52000046;49,22190482;21,51385387;2,691666667;-17%
LNW;86,12999725;166,0683849;20,99672977;9,305;93%
LOPE;195,7299957;102,8561194;18,1510799;6,666666667;-47%
LOW;232,7799988;198,2357011;19,8435554;11,75285714;-15%
LPLA;376,75;212,5565823;23,32710517;10,72;-44%
LPX;94,5;104,4101949;13,01913337;9,435;10%
LRCX;82,25;59,81839048;22,57476648;3,1174;-27%
LSCC;56;72,61409653;93,87730644;0,91;
LSTR;143,8099976;163,3239262;22,77620343;8,436252167;14%
LULU;304,2000122;334,0973406;39,29995521;10,00142857;
LUV;31,27000046;32,33114143;34,52644808;1,101666667;
LW;51,24000168;97,28478291;31,31400432;3,655;
LYB;60,68000031;97,18281984;11,39907569;10,03;60%
M;12,34000015;33,08290344;12,13034016;3,208571429;168%
MA;578,2700195;362,7281169;37,9211162;11,25333333;
MAA;163,6300049;150,273807;37,3242887;4,736666667;
MAN;44,18000031;83,10743487;20,19417269;4,841666667;88%
MANH;196;168,5063453;76,68965539;2,585;
MAR;271,9599915;199,118284;34,33172517;6,823333333;
MAS;69,16000366;66,38288074;24,40189903;3,2004684;-4%
MAT;19;20,28477682;14,23326639;1,676666667;7%
MCD;311,9200134;239,9076294;26,74184231;10,55440633;-23%
MCHP;60,95999908;106,2902451;42,63462228;2,933;
MCK;687,5200195;461,5954798;24,67677245;22,00666667;-33%
MCO;487,0599976;338,849316;38,1845071;10,44;
MDLZ;65,83000183;57,89333816;21,95910035;3,101666667;-12%
MDT;85,80999756;89,06809269;35,9677316;2,913333333;
MDU;16,70999908;12,32533058;8,406022564;1,725;-26%
MEDP;313,7399902;245,9412158;32,74958765;8,835;
MET;80,63999939;79,5874003;17,45644806;5,363762167;-1%
META;639,4299927;318,9781421;22,28875881;16,83666667;-50%
MIDD;146,8999939;143,4163364;22,79452872;7,402;-2%
MKC;76,48999786;68,4645355;29,43951475;2,736;-10%
MKTX;218,0899963;259,9089438;43,79688155;6,981666667;
MLM;553,0599976;453,7750892;26,62387397;20,05166667;-18%
MMC;227,0299988;159,6778016;26,44000524;7,105;-30%
MNST;61,36000061;44,17804163;37,57168672;1,383333333;
MO;56,95000076;61,4885707;18,42242632;3,926708333;8%
MOH;327,6900024;290,2521422;21,31257335;16,0221435;-11%
MORN;309,3599854;326,8063765;73,84342317;5,206666667;
MOS;32,95000076;69,30972025;20,55089918;3,967750833;110%
MPWR;709,2299805;776,6091251;53,518957;17,07166667;
MRK;80,43000031;630,6244612;149,7102861;4,955645667;
MS;127,0599976;90,02089377;14,48465017;7,311666667;-29%
MSA;161,5700073;378,7442622;123,6009667;3,605;
MSCI;568,9699707;508,7021963;50,56807538;11,835;
MSFT;449,2600098;281,4047347;33,69955148;9,824;
MSI;412,9100037;286,209564;38,85944999;8,665;
MSM;78,83000183;75,36416463;18,01375926;4,922;-4%
MTB;184,6999969;138,3937002;11,56364474;14,08;-25%
MTCH;28,39999962;79,9329071;56,99316014;1,65;
MTD;1174,589966;1223,913803;43,20646316;33,326;
MTDR;44,68999863;43,93281656;7,436786552;6,95;-2%
MTG;26,57999992;15,53034894;7,36573784;2,480538833;-42%
MTN;148,8000031;236,6569798;44,37678932;6,274;
MTSI;122,6100006;157,4599348;67,03750859;2,763333333;
MUSA;439,480011;286,3944842;15,1136971;22,29333333;-35%
NBIX;120,4300003;118,5037021;64,99586018;2,145;
NDAQ;80,75;58,93360269;31,93464094;2,171111;
NDSN;203;197,1753195;27,36044397;8,478333333;-3%
NEE;69,69000244;76,65944359;33,69275252;2,676765;
NEU;636,6500244;403,6838595;14,24268069;33,345;-37%
NFG;80,41000366;103,0584865;31,28910407;3,875;
NFLX;1110;525,7032555;43,14436123;14,335;
NI;38,31999969;26,05944898;19,58988835;1,565;-32%
NKE;62,58000183;94,94968172;30,34101618;3,681666667;52%
NNN;41,5;39,06877346;24,21242997;1,898333333;-6%
NOC;479,1600037;459,5140532;17,12942866;31,56;-4%
NOW;1015,599976;1072,390044;288,3737933;4,375;
NSA;36,29000092;41,83709676;41,07380848;1,198333333;
NSC;239,1100006;222,8681408;22,42773946;11,690782;-7%
NTAP;98,43000031;72,30656932;19,53307742;4,355;-27%
NTRS;105,6500015;91,03704103;14,22657532;7,528333333;-14%
NUE;120,1200027;134,1844403;8,585011188;18,38833333;12%
NVDA;123;69,74147541;69,33142952;1,183428571;
NVR;7382,370117;5709,536225;14,44941907;464,87;-23%
NVT;66,54000092;45,77762788;24,7046022;2,18;-31%
NWS;32,95000076;24,05003965;54,20337987;0,522;
NWSA;28,28000069;23,93844377;53,95186787;0,522;
NXST;169,6499939;147,4267296;8,853660607;19,59;-13%
NYT;54,24000168;40,3397922;32,91924559;1,441666667;
O;55,93999863;58,1885257;61,45160598;1,114;
OC;143,25;117,2761135;13,74222094;10,04;-18%
ODFL;176,0700073;150,489401;33,45231065;5,2925;
OGE;43,56000137;35,42214075;14,56253003;2,861666667;-19%
OGN;8,710000038;18,89999556;5,336469333;4,166666667;117%
OHI;35,88999939;28,67104398;21,34850631;1,58;-20%
OKE;85,04000092;65,04283546;17,36482214;4,406666667;-24%
OLED;154,9499969;131,9664619;36,21803914;4,286666667;
OLLI;113,9100037;54,44552967;25,88022801;2,475;-52%
OLN;22,86000061;77,48780567;17,66707836;5,16;239%
OMC;77,59999847;69,02340639;11,71211647;6,933333333;-11%
OMF;51,79999924;47,24548837;7,998161129;6,949463333;-9%
ON;44,61999893;62,33028289;20,40716454;3,593333333;40%
ONTO;93,48999786;99,13502832;43,51844966;2,68;
ORCL;157,2200012;82,3401023;28,43562874;3,406666667;-48%
ORI;37,90000153;27,71117198;9,244247296;3,526666667;-27%
ORLY;1339,609985;780,9852349;25,38722981;36,19166667;-42%
OSK;97,73999786;93,56356569;18,76807897;5,865;-4%
OTIS;98;75,57495967;26,12489244;3,403333333;-23%
OVV;38,09999847;40,25378914;6,807484282;6,956666667;6%
OXY;43,86000061;58,16230916;15,76036378;4,341666667;33%
OZK;46,31000137;39,00926803;8,67547382;5,29;-16%
PAG;165,5200043;112,8170119;8,721447579;15,21833333;-32%
PAYC;258,3800049;320,4577446;63,88180366;5,901666667;
PAYX;151,6900024;100,2989187;28,93307591;4,078333333;-34%
PB;73,75;61,71266979;13,81163112;5,256666667;-16%
PCAR;95,73999786;72,35061409;13,62378338;6,247777667;-24%
PCTY;198,7599945;172,5258442;86,81419223;2,338;
PEP;131,6799927;143,8231378;26,67880859;6,342250667;9%
PFE;23,09000015;60,67119532;25,72175742;2,775;163%
PFG;81,69999695;91,32982232;13,77523715;7,8;12%
PFGC;87,51999664;88,3651839;57,49946896;1,808;
PG;160,8999939;126,8386196;24,86203022;6,002;-21%
PGR;280,25;230,8564232;33,8929857;8,013333333;
PH;668,7600098;314,4268282;23,60047949;15,674;-53%
PHM;106,5400009;67,91750368;7,115133171;11,23;-36%
PII;38,88999939;94,34800652;18,30637516;6,063333333;143%
PINC;23,01000023;24,90340178;17,35670601;1,688;8%
PKG;190,3899994;145,7423513;18,61015808;9,213333333;-23%
PLD;110,3300018;118,7723545;39,83243495;3,508;
PLNT;94,23000336;105,1428323;94,54582145;1,308333333;
PLTK;5,289999962;9,093951551;17,30258738;0,618333333;72%
PM;164,8300018;91,38131085;20,43867387;5,26;-45%
PNC;175;157,4021697;13,95821783;13,26666667;-10%
PNFP;110,9100037;83,36090218;14,71074744;6,666666667;-25%
PNR;98,16000366;53,50867309;20,28072813;3,104;-45%
PNW;90,06999969;65,52111197;15,23894454;5,058333333;-27%
PODD;316,6700134;2342,19011;1068,720534;2,578333333;
POOL;319,019989;355,8153314;28,70443009;14,58333333;12%
POST;109,0100021;102,34783;16,15869538;7,451666667;-6%
PPC;46,31000137;157,9746635;80,28187699;2,315;
PPG;114,2099991;129,8549721;29,03279274;5,262;14%
PR;13,63000011;10,15188296;9,925256278;1,203333333;-26%
PRI;273,2900085;170,773695;16,21769644;12,38833333;-38%
PSA;305,1799927;304,23163;28,28285774;12,655;0%
PSN;65,08999634;37,57580366;47,22951692;0,936;
PSX;118,6800003;141,0588499;18,14339521;9,146666667;19%
PTC;170,5099945;121,3844326;48,21785532;2,961666667;
PVH;78,94000244;114,4124044;14,43787665;9,322896429;45%
PWR;332,7900085;164,2674476;41,75494867;4,628333333;
PYPL;72,30999756;100,5296023;33,61538238;3,518333333;
QCOM;152,1199951;118,9072071;15,07444309;9,28;-22%
QGEN;42,95999908;74,50191269;53,45641868;1,6396405;
R;156,5599976;101,4349021;10,24973191;11,642761;-35%
RBA;104,1699982;66,36532992;43,53728182;1,793333333;
RBC;364,25;268,0308423;56,3593213;5,595;
REG;73,83000183;61,5162218;32,45893945;2,2296485;
REGN;575,6300049;692,8187449;15,66659808;52,02666667;20%
REXR;35,88999939;53,43458258;62,4478955;1,006666667;
REYN;23,5;24,88684564;19,32583626;1,515;6%
RF;22,25;18,93637705;10,05026646;2,216666667;-15%
RGA;207,7299957;136,7027574;15,73390903;10,22166667;-34%
RGLD;170,8699951;106,239956;28,44519425;4,394;-38%
RH;226,0399933;647,287845;43,00956739;17,70571429;
RHI;48,18999863;79,9739869;21,95392069;4,285660167;66%
RITM;11,53999996;9,085352862;6,786444715;1,575;-21%
RJF;151,5800018;90,75248675;13,028387;8,195;-40%
RLI;74,80999756;61,09229154;18,36572237;3,913447167;-18%
RMD;247,6600037;200,9831963;42,54242879;5,558;
ROK;299,7799988;223,6775442;27,99978841;9,398287167;-25%
ROL;55,72999954;33,87294147;48,01267395;0,83;
ROP;575,8400269;531,3157583;35,13644535;17,79;
ROST;149,2599945;350,5622946;101,2917468;4,071666667;
RPM;114,2699966;80,79130115;23,36302899;4,068333333;-29%
RPRX;33,34999847;108,2825341;80,79781178;1,576666667;
RRC;39;33,06189948;16,78979237;2,316666667;-15%
RS;304,4500122;206,1990177;11,24911104;21,565;-32%
RSG;241,4600067;138,1070206;31,17598615;5,211666667;
RTX;130,5599976;84,80350676;33,14579119;3,01;
RVTY;98,5;142,0151863;34,1050605;4,898882667;
RYN;24,12000084;35,60525605;28,30306522;1,48;48%
SAIA;292,9100037;315,4070967;30,42365449;12,19666667;8%
SAIC;119,6800003;88,99092709;16,69399677;6,271428571;-26%
SAM;243,3099976;623,1490355;181,6893463;4,035;
SBAC;229,6699982;341,3491506;88,6832321;4,528333333;
SBUX;85,66999817;79,91316124;28,90066269;3,253056333;-7%
SCCO;92,26000214;64,18056588;19,29195832;3,913887167;-30%
SCHW;85,37000275;66,58157938;26,47817573;2,958333333;-22%
SCI;76,55999756;62,69641841;18,54055105;3,978333333;-18%
SEB;2499,97998;3510,445076;10,71708372;385,36;40%
SEE;32,22000122;40,65122285;17,82296947;2,683333333;26%
SEIC;83,66000366;57,58194698;17,17923932;3,943333333;-31%
SF;98,34999847;69,45057013;12,79664105;6,385;-29%
SGI;64,23000336;42,5409378;19,36099115;2,585;-34%
SHW;357,1499939;254,2413022;38,48195603;7,7726666;
SITE;127,3000031;161,0297909;41,50894233;4,564;
SKX;62,5;48,22633857;14,24952756;3,981666667;-23%
SLB;35,84999847;37,07302145;18,24056388;2,391116833;3%
SLGN;54,56999969;40,89013527;16,24289527;2,961666667;-25%
SLM;33,31000137;19,29682662;8,003107745;2,836666667;-42%
SMCI;33,52000046;18,87004071;21,09869597;1,0522;-44%
SNA;326,9899902;227,0408193;15,06383191;17,73166667;-31%
SNDR;24,75;22,44429023;13,65307515;1,934;-9%
SNPS;505,5899963;356,1818559;51,54212516;8,13;
SNV;49,34999847;41,09787598;11,85544152;4,078333333;-17%
SNX;123,1699982;90,64318815;15,65458674;6,812;-26%
SO;87,77999878;60,22764371;24,61989278;2,878;-31%
SPB;66,05999756;166,4962296;19,0080463;10,305;152%
SPG;171,4400024;130,8158001;22,14402033;6,95;-24%
SPGI;518,3599854;386,9397952;39,96692611;11,39;
SRE;75,66999817;71,55037516;23,99911959;3,5075;-5%
SSD;164,3699951;125,9428661;20,35741852;7,278333333;-23%
SSNC;79,87000275;60,3443522;24,41032282;2,908333333;-24%
STAG;35,43000031;33,85310744;34,99752656;1,138;
STE;233,1000061;245,9651649;110,1945096;2,626;
STLD;136,5299988;89,2153922;7,246901146;14,48333333;-35%
STT;96;76,8305169;12,27275538;7,365;-20%
STWD;19,67000008;20,00202351;15,66553992;1,502137333;2%
SWKS;73,04000092;98,32641671;18,08412777;6,396666667;35%
SYF;60,36000061;41,36556796;6,715552999;7,246666667;-31%
SYK;388,0799866;233,5358991;46,70998242;5,882;
SYY;71,93000031;83,28799997;33,62590333;2,914;
TDC;23,59000015;41,00494952;48,24111708;1;
TDG;1417,180054;750,2219408;47,93342042;18,41333333;
TDY;493,9200134;406,814577;32,01196764;14,95082683;
TECH;53,90000153;82,48991775;66,22105906;1,4655;
TER;83,05999756;114,7218323;30,40935671;4,438333333;38%
TFSL;13,52000046;11,57465397;50,12480969;0,271666667;
TFX;129,2400055;272,5669938;37,03708149;8,658;
TGT;101,0800018;156,9490027;19,22250444;9,605714286;55%
THC;154,5700073;113,1694481;8,590635157;15,49833333;-27%
THG;167,5700073;261,6241701;35,87421011;8,579788667;
THO;80,75;119,5375198;13,63554248;10,313662;48%
TJX;131,4900055;78,21078549;26,66039137;3,451288;-41%
TKR;72,80999756;60,75892384;13,91585079;5,136666667;-17%
TMO;432,5899963;487,9749625;32,59703934;17,61166667;
TMUS;240,3200073;133,157396;47,157062;3,322;
TNL;50,34999847;43,13600534;10,70261685;4,741666667;-14%
TOL;108,5100021;62,64850483;6,422084519;11,47666667;-42%
TPL;1341,119995;602,7768065;42,72411994;16,59833333;
TPR;82,66000366;34,34311708;11,40058328;3,544;-58%
TREX;61,77000046;79,66029663;53,98502075;1,736;
TRMB;70,54000092;81,74295764;29,97449937;3,208333333;16%
TROW;97,08999634;129,2811526;14,8850532;10,218;33%
TRV;268,0599976;170,6779854;12,34158757;16,27;-36%
TSCO;52,72000122;40,83073427;24,92794913;1,927;-23%
TSLA;318,3800049;337,9843855;140,7892595;2,824282833;
TT;416,1499939;219,4992992;30,26228338;8,533211667;-47%
TTC;75,80000305;79,09040285;24,65924013;3,773333333;4%
TTD;79,40000153;95,0543119;252,2449674;0,443333333;
TTEK;34,99000168;28,92752138;32,13633437;1,059;
TW;141,5500031;73,41512249;67,3718661;1,282;
TXN;187,2799988;163,7775995;26,25350824;7,339191667;-13%
TXRH;189,9600067;105,1233121;25,95477121;4,765;-45%
TXT;76,80000305;65,49489934;19,23115377;4,006666667;-15%
TYL;565,1900024;425,7605771;106,8005963;4,69;
UDR;42,56999969;55,17798939;125,6424806;0,516666667;
UHAL;66,69999695;57,1794482;12,65900246;5,314;-14%
UHS;191,5500031;134,129225;12,15709463;12,98;-30%
UI;434,2099915;179,5826403;29,99342625;7,044;-59%
ULTA;412,3800049;376,9979036;19,21456008;23,08285714;-9%
UNH;378,75;446,3772813;27,66130894;18,9849925;18%
UNM;80,86000061;38,82941823;6,828351048;6,69;-52%
UNP;230,8699951;200,6044009;22,17051926;10,645;-13%
UPS;101,2099991;150,3587029;16,56039242;10,68166667;49%
URI;711,8300171;419,5773402;16,35398293;30,18349733;-41%
USB;44,00999832;42,60788285;12,14707294;4,126666667;-3%
USFD;73,54000092;48,94461801;41,57538162;1,385;
UTHR;310,7999878;249,2728772;15,83774303;18,51666667;-20%
V;355,8500061;196,0206736;29,17915106;7,903333333;-45%
VEEV;241,4400024;185,7815299;63,88165096;3,421428571;
VICI;31,52000046;27,78402184;15,72754668;2,078333333;-12%
VIRT;42,52999878;25,61188646;10,19682949;2,955;-40%
VLO;130,4900055;188,2267438;17,55628129;12,61333333;44%
VMC;272,3599854;190,3533343;38,13995444;5,871666667;
VMI;321,6400146;254,4409733;25,04956666;11,95;-21%
VNOM;42,18999863;34,45578142;17,33551537;2,338333333;-18%
VNT;36,63000107;26,51208004;12,20770349;2,555;-28%
VRSK;303,6499939;208,981953;46,17110257;5,325;
VRSN;279,5899963;189,3486929;30,24618711;7,365;-32%
VVV;34,97999954;40,18720631;14,88323177;3,176666667;15%
VZ;43;42,87391625;11,08082194;4,552;0%
WAB;200,9900055;111,450482;30,23479189;4,336666667;-45%
WAL;79,19999695;72,48537844;10,65546817;8,003113;-8%
WAT;366,6700134;302,3116614;32,00786964;11,11166667;
WBS;52,90000153;45,64718577;12,27487348;4,375;-14%
WCC;171,6999969;136,5744169;13,31222077;12,06979567;-20%
WEC;104,9700012;79,95882266;21,2345831;4,43;-24%
WELL;145,6300049;98,00726511;121,1586671;0,951666667;
WEN;12,30000019;17,31691632;22,10435016;0,921666667;41%
WEX;135,1900024;56872,34713;15466,55426;4,326021333;
WFC;74,87999725;72,01220955;22,9594164;3,69;-4%
WH;86,80000305;77,35092393;27,49277552;3,31;-11%
WING;285,9599915;196,5595079;96,15238249;2,405;
WLK;85,66000366;151,521963;17,29850878;10,305;77%
WM;225,5700073;154,4196401;32,60607206;5,571666667;
WMB;57,13000107;33,47118985;22,65265796;1,738333333;-41%
WMS;122,4700012;108,247131;25,77926435;4,94;-12%
WMT;96,75;52,36709737;33,46547889;1,840952286;
WPC;61,00999832;59,5827358;28,09512475;2,495;-2%
WRB;72,19999695;40,93412334;14,14864352;3,403703833;-43%
WSC;29,64999962;81,97629236;101,6970442;0,948333333;
WSM;173,8000031;96,4413557;13,95209362;8,132142857;-45%
WSO;484,8399963;319,4271977;31,66851192;11,86657283;
WST;219,4600067;304,1612894;45,55529103;7,855;
WTFC;121,6800003;86,2470444;11,23666789;9,03;-29%
WTRG;39,11999893;38,67582434;24,09583573;1,888333333;-1%
WU;9,989999771;12,44193544;6,50558716;2,25;25%
WWD;201,4700012;106,4168881;29,83232859;4,196666667;-47%
WY;26,96999931;47,0302005;28,32575818;1,953333333;74%
XEL;67,77999878;57,39849385;21,113384;3,198333333;-15%
XOM;109,1600037;80,64286066;11,71042424;8,101666667;-26%
XP;17,89999962;25,88025008;5,029677351;6,05354;45%
XPO;126,5100021;64,92242793;26,74346183;2,856;-49%
XYL;127,25;103,2574353;43,2310803;2,81;
YETI;31,70999908;47,40333894;27,88431703;2;49%
YUM;146,8000031;113,5309984;25,46537283;5,245;-23%
ZBH;98,22000122;140,1881349;52,72047444;3,128333333;
ZBRA;300,1099854;352,1070263;37,41474277;11,07166667;
ZI;10,31000042;27,94931275;130,6551434;0,251666667;
ZION;49,45999908;46,69975229;9,785876405;5,614304;-6%
ZM;82,66999817;237,6309828;115,9222649;2,411666667;
ZTS;161,9199982;166,0679928;40,26948316;4,851666667;
